from_station_code,to_station_code,time_minutes,event_type_code,created_at,updated_at
GOTANDA,OSAKIHIROKOJI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
HAKURAKU,HIGASHIHAKURAKU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
HAKURAKU,MYORENJI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
HASUNUMA,KAMATA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
HASUNUMA,IKEGAMI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
HATANODAI,KITASENZOKU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
HATANODAI,EBARAMACHI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
HATANODAI,NAGAHARA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
HATANODAI,EBARANAKANOBU,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
HIGASHIHAKURAKU,TANMACHI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
HIGASHIHAKURAKU,HAKURAKU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
HIYOSHI,TSUNASHIMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
HIYOSHI,MOTOSUMIYOSHI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
HIYOSHI,SHINTSUNASHIMA,3,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
ICHIGAO,FUJIGAOKA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
ICHIGAO,EDA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
IKEGAMI,HASUNUMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
IKEGAMI,CHIDORICHO,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
IKEJIRIOHASHI,SANGENJAYA,3,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
IKEJIRIOHASHI,SHIBUYA,3,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
ISHIKAWADAI,YUKIGAYAOTSUKA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
ISHIKAWADAI,SENZOKUIKE,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
JIYUGAOKA,DENENCHOFU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
JIYUGAOKA,TORITSUDAIGAKU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
JIYUGAOKA,KUHONBUTSU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
JIYUGAOKA,MIDORIGAOKA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
KAJIGAYA,MIYAZAKIDAI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
KAJIGAYA,MIZONOKUCHI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
KAMATA,YAGUCHINOWATASHI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
KAMATA,HASUNUMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
KAMINOGE,FUTAKOTAMAGAWA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
KAMINOGE,TODOROKI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
KIKUNA,MYORENJI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
KIKUNA,OKURAYAMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
KITASENZOKU,OOKAYAMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
KITASENZOKU,HATANODAI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
KOMAZAWADAIGAKU,SAKURASHINMACHI,3,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
KOMAZAWADAIGAKU,SANGENJAYA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
KUGAHARA,CHIDORICHO,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
KUGAHARA,ONTAKESAN,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
KUHONBUTSU,OYAMADAI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
KUHONBUTSU,JIYUGAOKA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MEGURO,FUDOMAE,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MIDORIGAOKA,JIYUGAOKA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MIDORIGAOKA,OOKAYAMA,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MINAMIMACHIDAGRANBERRYPARK,TSUKIMINO,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MINAMIMACHIDAGRANBERRYPARK,SUZUKAKEDAI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MINATOMIRAI,BASHAMICHI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MINATOMIRAI,SHINTAKASHIMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MIYAMAEDAIRA,SAGINUMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MIYAMAEDAIRA,MIYAZAKIDAI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MIYAZAKIDAI,MIYAMAEDAIRA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MIYAZAKIDAI,KAJIGAYA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MIZONOKUCHI,KAJIGAYA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MIZONOKUCHI,TAKATSU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MOTOMACHICHUKAGAI,NIHONODORI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MOTOSUMIYOSHI,HIYOSHI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MOTOSUMIYOSHI,MUSASHIKOSUGI,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MUSASHIKOSUGI,MOTOSUMIYOSHI,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MUSASHIKOSUGI,SHINMARUKO,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MUSASHIKOYAMA,NISHIKOYAMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MUSASHIKOYAMA,FUDOMAE,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MUSASHINITTA,SHIMOMARUKO,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MUSASHINITTA,YAGUCHINOWATASHI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MYORENJI,HAKURAKU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
MYORENJI,KIKUNA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
NAGAHARA,SENZOKUIKE,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
NAGAHARA,HATANODAI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
NAGATSUTA,TSUKUSHINO,3,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
NAGATSUTA,TANA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
NAKAMEGURO,YUTENJI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
NAKAMEGURO,DAIKANYAMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
NAKANOBU,EBARAMACHI,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
NAKANOBU,TOGOSHIKOEN,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
NIHONODORI,MOTOMACHICHUKAGAI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
NIHONODORI,BASHAMICHI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
NISHIKOYAMA,SENZOKU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
NISHIKOYAMA,MUSASHIKOYAMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
NUMABE,TAMAGAWA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
NUMABE,UNOKI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
OIMACHI,SHIMOSHINMEI,3,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
OKURAYAMA,KIKUNA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
OKURAYAMA,TSUNASHIMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
OKUSAWA,DENENCHOFU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
OKUSAWA,OOKAYAMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
ONTAKESAN,KUGAHARA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
ONTAKESAN,YUKIGAYAOTSUKA,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
OOKAYAMA,MIDORIGAOKA,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
OOKAYAMA,KITASENZOKU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
OOKAYAMA,OKUSAWA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
OOKAYAMA,SENZOKU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
OSAKIHIROKOJI,TOGOSHIGINZA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
OSAKIHIROKOJI,GOTANDA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
OYAMADAI,TODOROKI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
OYAMADAI,KUHONBUTSU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SAGINUMA,TAMAPLAZA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SAGINUMA,MIYAMAEDAIRA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SAKURASHINMACHI,YOGA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SAKURASHINMACHI,KOMAZAWADAIGAKU,3,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SANGENJAYA,KOMAZAWADAIGAKU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SANGENJAYA,IKEJIRIOHASHI,3,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SENZOKU,OOKAYAMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SENZOKU,NISHIKOYAMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SENZOKUIKE,ISHIKAWADAI,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SENZOKUIKE,NAGAHARA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SHIBUYA,DAIKANYAMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SHIBUYA,IKEJIRIOHASHI,3,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SHIMOMARUKO,UNOKI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SHIMOMARUKO,MUSASHINITTA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SHIMOSHINMEI,TOGOSHIKOEN,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SHIMOSHINMEI,OIMACHI,3,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SHINMARUKO,MUSASHIKOSUGI,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SHINMARUKO,TAMAGAWA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SHINTAKASHIMA,MINATOMIRAI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SHINTAKASHIMA,YOKOHAMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SHINTSUNASHIMA,HIYOSHI,3,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SHINTSUNASHIMA,SHINYOKOHAMA,4,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SHINYOKOHAMA,SHINTSUNASHIMA,4,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SUZUKAKEDAI,MINAMIMACHIDAGRANBERRYPARK,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
SUZUKAKEDAI,TSUKUSHINO,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TAKATSU,MIZONOKUCHI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TAKATSU,FUTAKOSHINCHI,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TAMAGAWA,SHINMARUKO,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TAMAGAWA,DENENCHOFU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TAMAGAWA,NUMABE,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TAMAPLAZA,AZAMINO,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TAMAPLAZA,SAGINUMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TANA,NAGATSUTA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TANA,AOBADAI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TANMACHI,YOKOHAMA,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TANMACHI,HIGASHIHAKURAKU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TODOROKI,KAMINOGE,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TODOROKI,OYAMADAI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TOGOSHIGINZA,EBARANAKANOBU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TOGOSHIGINZA,OSAKIHIROKOJI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TOGOSHIKOEN,NAKANOBU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TOGOSHIKOEN,SHIMOSHINMEI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TORITSUDAIGAKU,JIYUGAOKA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TORITSUDAIGAKU,GAKUGEIDAIGAKU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TSUKIMINO,CHUORINKAN,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TSUKIMINO,MINAMIMACHIDAGRANBERRYPARK,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TSUKUSHINO,SUZUKAKEDAI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TSUKUSHINO,NAGATSUTA,3,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TSUNASHIMA,OKURAYAMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
TSUNASHIMA,HIYOSHI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
UNOKI,NUMABE,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
UNOKI,SHIMOMARUKO,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
YAGUCHINOWATASHI,MUSASHINITTA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
YAGUCHINOWATASHI,KAMATA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
YOGA,FUTAKOTAMAGAWA,3,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
YOGA,SAKURASHINMACHI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
YOKOHAMA,SHINTAKASHIMA,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
YOKOHAMA,TANMACHI,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
YUKIGAYAOTSUKA,ONTAKESAN,1,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
YUKIGAYAOTSUKA,ISHIKAWADAI,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
YUTENJI,GAKUGEIDAIGAKU,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
YUTENJI,NAKAMEGURO,2,TOKYU,2025-07-09 09:06:30.481,2025-07-09 09:06:30.481
